id_oferty,dzielnica,metraz_m2,liczba_pokoi,pietro,rok_budowy,ma_balkon,ma_miejsce_parkingowe,odleglosc_od_centrum_km,cena_pln
10417,Ursynów,29.3,2,0,2014,True,False,12.01,420696.0
10418,Ochota,18.0,1,0,1962,True,False,6.84,187387.0
10419,Ursynów,54.4,3,2,1973,True,True,5.51,788426.0
10420,Białołęka,94.0,6,11,2013,True,False,5.92,736311.0
10421,Bielany,91.5,6,5,1953,False,True,9.54,1085980.0
10422,Ursynów,44.9,2,4,2016,False,False,9.16,566066.0
10423,Mokotów,41.8,3,1,1952,True,True,5.46,542088.0
10424,Ochota,65.3,4,8,2007,True,True,10.77,1170469.0
10425,Ochota,33.0,2,9,1988,True,True,3.81,555881.0
10426,Mokotów,61.6,4,3,2004,True,False,8.82,1090901.0
10427,Wola,71.9,3,3,2009,True,True,10.59,1100237.0
10428,Bemowo,82.0,5,4,1987,True,False,9.48,1134816.0
10429,Bielany,52.8,3,7,1965,True,True,2.52,697854.0
10430,Targówek,50.5,2,9,1960,False,False,4.63,530187.0
10431,Ursynów,35.7,2,3,2003,True,False,1.12,654847.0
10432,Mokotów,36.8,3,4,1999,False,True,1.87,616977.0
10433,Białołęka,50.0,2,11,2012,True,True,4.42,799531.0
10434,Ursynów,63.1,3,3,1998,True,False,5.66,961441.0
10435,Bemowo,75.1,4,5,1992,False,False,6.82,926372.0
10436,Białołęka,37.3,2,11,1991,True,False,1.84,417272.0
10437,Śródmieście,87.8,5,2,1954,True,True,4.87,1544950.0
10438,Ochota,49.0,2,7,1986,True,False,9.77,605081.0
10439,Śródmieście,54.5,3,5,2023,True,False,6.33,1331207.0
10440,Ursynów,38.6,2,9,2018,False,True,7.63,619718.0
10441,Bemowo,18.0,1,4,1986,False,True,5.66,225416.0
10442,Bielany,74.4,5,1,2003,True,True,3.08,1033513.0
10443,Ursynów,71.2,4,9,2017,True,False,2.36,1147133.0
10444,Mokotów,48.8,3,9,1994,True,False,4.62,912173.0
10445,Praga-Południe,56.5,3,6,1953,True,True,8.23,621233.0
10446,Ursynów,66.4,4,1,1961,True,True,2.72,896449.0
10447,Ochota,20.6,1,0,1998,True,True,3.72,406371.0
10448,Ochota,43.4,3,6,2023,True,True,5.44,779550.0
10449,Ursynów,72.5,4,4,2009,True,True,14.17,949567.0
10450,Białołęka,27.4,2,0,1961,True,False,6.62,295733.0
10451,Praga-Południe,61.5,4,3,1974,True,False,6.49,750573.0
10452,Mokotów,25.2,1,11,2013,True,True,4.15,479560.0
10453,Ursynów,65.3,3,3,2017,False,False,14.5,769102.0
10454,Białołęka,54.2,3,9,2005,False,False,5.77,780706.0
10455,Ochota,19.5,1,6,2006,True,False,10.02,275842.0
10456,Ochota,80.6,4,8,1954,True,True,2.36,952252.0
10457,Bemowo,38.8,2,1,2016,False,True,4.98,620314.0
10458,Ursynów,37.2,2,11,2014,False,False,24.58,434319.0
10459,Praga-Południe,59.4,4,0,1980,False,False,5.87,665710.0
10460,Wola,80.3,5,1,2010,True,True,4.04,1579104.0
10461,Praga-Południe,32.7,3,6,1976,False,False,10.26,289820.0
10462,Ochota,56.4,3,9,1956,True,False,4.33,768823.0
10463,Ochota,64.4,4,5,1975,True,True,4.54,883567.0
10464,Śródmieście,70.2,3,3,1973,False,False,1.21,1336639.0
10465,Ochota,58.9,3,0,1986,True,False,0.75,993354.0
10466,Mokotów,46.9,2,0,1992,False,True,7.05,780352.0
10467,Targówek,36.8,3,4,1998,True,False,3.78,421224.0
10468,Ursynów,56.9,3,0,1996,False,False,7.93,656194.0
10469,Praga-Południe,31.4,2,11,1981,True,False,6.73,450569.0
10470,Targówek,18.0,1,6,1955,False,True,5.68,170970.0
10471,Białołęka,64.6,5,10,2004,True,True,4.57,983705.0
10472,Wola,74.9,3,0,1990,True,False,2.87,1229984.0
10473,Mokotów,18.0,2,0,1983,True,True,2.69,293006.0
10474,Wilanów,32.8,2,1,2018,True,True,1.61,699125.0
10475,Praga-Południe,68.6,3,10,2012,True,True,5.29,1222123.0
10476,Targówek,100.3,6,11,2018,True,True,14.19,1837087.0
10477,Wola,55.5,3,9,1997,True,False,18.26,680141.0
10478,Śródmieście,39.0,2,2,1968,True,True,2.79,757775.0
10479,Mokotów,51.0,2,10,2009,True,False,9.32,723478.0
10480,Mokotów,85.2,4,0,1975,False,True,11.94,975338.0
10481,Śródmieście,40.8,3,8,1994,True,False,3.38,800192.0
10482,Wilanów,37.4,2,9,1960,True,True,8.49,534857.0
10483,Ursynów,44.4,3,7,2016,True,False,10.82,643178.0
10484,Śródmieście,34.0,1,4,1967,True,False,1.59,674372.0
10485,Mokotów,57.7,3,10,2020,True,True,7.25,1145692.0
10486,Mokotów,90.7,6,1,2018,True,False,2.38,1856367.0
10487,Targówek,62.1,3,4,1995,False,True,7.45,731901.0
10488,Ochota,49.4,3,5,2012,True,False,5.41,808273.0
10489,Wilanów,48.6,3,0,2005,True,False,1.3,918714.0
10490,Wola,20.6,1,10,2015,True,False,3.19,333687.0
10491,Śródmieście,74.4,4,3,1993,True,False,2.9,1339849.0
10492,Wola,53.3,3,8,2014,True,True,10.56,862910.0
10493,Śródmieście,51.0,3,1,1995,False,True,5.08,882862.0
10494,Białołęka,125.2,6,4,2022,True,True,2.71,1749079.0
10495,Mokotów,61.6,3,0,1997,True,False,7.99,1044288.0
10496,Ochota,38.5,2,3,1995,True,False,4.41,606386.0
10497,Targówek,45.6,3,3,2014,False,True,6.19,645725.0
10498,Ochota,80.3,5,5,2016,True,False,4.8,1498805.0
10499,Ochota,57.5,3,9,2001,True,True,17.87,712310.0
10500,Ochota,23.4,1,8,1973,True,True,6.15,364962.0
10501,Wola,75.2,3,2,1995,True,False,8.6,1047887.0
10502,Śródmieście,40.3,2,8,2023,False,False,10.53,824967.0
10503,Bielany,96.2,6,5,2012,True,False,5.11,1461164.0
10504,Białołęka,78.8,4,6,2015,True,True,12.11,1046591.0
10505,Praga-Południe,45.2,2,11,1955,False,False,9.38,401648.0
10506,Ochota,83.2,5,9,1995,True,True,0.86,1511282.0
10507,Ursynów,56.5,2,1,2006,True,True,3.07,1000564.0
10508,Wola,73.8,4,10,2016,True,False,5.17,1139980.0
10509,Wilanów,65.7,4,9,1958,True,False,5.58,1028113.0
10510,Targówek,36.4,2,5,2017,True,True,3.44,503740.0
10511,Praga-Południe,40.8,2,5,2001,False,True,7.11,494878.0
10512,Bielany,77.7,5,1,1974,True,False,4.32,1012024.0
10513,Ursynów,47.6,3,1,1985,True,True,5.27,756637.0
10514,Bielany,46.1,3,1,1982,False,False,4.19,595809.0
10515,Praga-Południe,34.0,2,9,1999,True,False,4.59,475030.0
10516,Ochota,64.3,4,11,1958,True,True,2.5,808842.0
10517,Ursynów,100.4,6,0,1971,True,False,6.72,1188218.0
10518,Bielany,31.5,2,4,2015,False,False,7.72,338499.0
10519,Targówek,55.5,3,7,1968,False,True,1.85,598783.0
10520,Śródmieście,86.1,5,1,1978,False,False,3.51,1409067.0
10521,Mokotów,53.2,2,4,1994,False,True,5.53,909604.0
10522,Śródmieście,65.0,4,11,1999,True,False,13.81,1390144.0
10523,Praga-Południe,31.6,1,7,2013,True,True,2.47,543044.0
10524,Wola,64.4,3,9,1994,False,False,4.3,776212.0
10525,Mokotów,50.9,3,4,2014,True,True,3.81,909028.0
10526,Białołęka,76.7,4,1,2005,True,True,6.47,901862.0
10527,Targówek,81.1,5,2,1966,True,False,2.45,726562.0
10528,Białołęka,112.0,6,5,1970,True,True,3.35,1315887.0
10529,Ursynów,67.8,4,10,1993,False,True,17.57,826719.0
10530,Mokotów,62.2,4,10,1991,True,True,0.97,1059510.0
10531,Białołęka,59.3,4,4,2012,True,True,5.11,836982.0
10532,Białołęka,47.2,2,10,2003,False,False,5.3,592489.0
10533,Bielany,62.4,4,3,1990,True,False,3.91,927498.0
10534,Śródmieście,48.5,3,3,1972,True,True,10.43,884397.0
10535,Bielany,58.7,3,4,1977,True,False,6.1,762759.0
10536,Mokotów,84.0,4,1,2002,False,False,14.62,1167174.0
10537,Mokotów,32.9,2,8,1992,False,False,1.28,499994.0
10538,Praga-Południe,80.1,6,1,1998,False,True,7.09,965916.0
10539,Bielany,84.0,4,9,1972,True,False,6.39,851233.0
10540,Bemowo,52.4,3,1,2007,True,False,7.52,854743.0
10541,Wilanów,18.0,1,9,2017,False,False,9.87,265626.0
10542,Śródmieście,41.6,2,8,1980,False,False,12.31,724707.0
10543,Mokotów,83.5,5,2,1997,True,True,16.24,1068753.0
10544,Praga-Południe,54.5,2,9,2023,True,False,2.04,911909.0
10545,Bielany,33.0,2,6,1986,False,False,7.18,451711.0
10546,Śródmieście,43.9,3,3,2003,False,False,10.82,879508.0
10547,Bielany,73.5,4,5,1963,False,True,5.05,777918.0
10548,Białołęka,67.0,4,3,2004,False,False,2.63,874568.0
10549,Praga-Południe,49.7,3,9,1963,True,False,2.67,533189.0
10550,Śródmieście,46.9,3,6,2023,True,False,3.23,1054162.0
10551,Ochota,46.4,2,0,2010,True,False,6.78,742613.0
10552,Ursynów,34.7,2,2,2014,True,False,3.37,609145.0
10553,Ursynów,90.5,5,2,2010,True,True,5.49,1436017.0
10554,Śródmieście,47.9,3,0,2003,True,False,1.59,1096768.0
10555,Bielany,81.8,5,5,1994,True,True,1.59,1176971.0
10556,Praga-Południe,88.5,5,10,2018,True,False,8.01,1087063.0
10557,Wilanów,77.0,5,8,2022,True,True,0.5,1723387.0
10558,Ursynów,45.5,2,7,2050,True,False,12.78,568546.0
10559,Praga-Południe,63.9,3,10,2021,True,False,6.83,978125.0
10560,Ursynów,54.5,3,6,2003,True,True,1.88,834749.0
10561,Białołęka,35.1,2,9,2000,True,True,6.57,583645.0
10562,Bielany,62.1,4,7,1995,False,False,3.89,669472.0
10563,Białołęka,29.1,2,5,1976,True,True,2.57,379434.0
10564,Ursynów,81.1,4,8,1950,True,True,11.14,877101.0
10565,Ochota,44.8,4,2,1978,True,True,7.57,611501.0
10566,Ochota,59.4,3,9,1998,True,False,3.45,932394.0
10567,Białołęka,61.2,4,9,1989,True,False,2.99,825391.0
10568,Ochota,49.3,3,8,1994,False,False,15.13,660709.0
10569,Ursynów,67.9,4,3,2024,False,False,6.94,1016872.0
10570,Śródmieście,44.6,3,6,1987,True,True,5.57,961438.0
10571,Białołęka,74.2,5,8,1994,True,False,2.97,799492.0
10572,Wilanów,25.4,2,1,1968,False,True,2.92,407009.0
10573,Wilanów,57.8,4,1,1957,False,True,17.66,716193.0
10574,Wola,97.7,5,8,2013,True,True,8.27,1405936.0
10575,Bielany,33.0,2,11,2002,True,False,5.22,475359.0
10576,Ochota,40.1,2,2,2013,True,False,1.74,691922.0
10577,Ochota,66.3,4,8,1970,True,True,3.72,5633976.654192214
10578,Mokotów,59.0,3,4,2002,True,False,6.92,1006175.0
10579,Bemowo,62.7,4,5,1979,True,True,10.8,833745.0
10580,Białołęka,65.8,4,1,1977,True,True,5.84,770703.0
10581,Targówek,69.0,3,7,1952,True,False,10.71,709404.0
10582,Ochota,79.4,4,10,1968,False,False,5.88,10003209.335955232
10583,Bielany,64.0,3,8,1984,False,False,10.14,610859.0
10584,Wola,49.7,3,1,1966,True,False,4.51,719932.0
10585,Wilanów,69.8,4,5,2024,False,False,10.16,1336387.0
10586,Ochota,96.8,6,5,1984,True,True,3.86,1693411.0
10587,Wola,52.1,3,7,1968,False,False,8.53,659576.0
10588,Ursynów,33.6,2,9,1975,True,False,6.22,452356.0
10589,Ursynów,79.4,4,11,2003,True,True,0.69,1499035.0
10590,Bemowo,52.4,2,4,1960,True,False,3.11,537815.0
10591,Śródmieście,18.0,1,8,2018,True,False,1.46,444005.0
10592,Targówek,73.6,3,0,2023,False,True,21.59,587238.0
10593,Mokotów,43.2,3,8,1979,True,False,7.54,700731.0
10594,Bemowo,53.0,3,9,1994,True,False,3.72,717254.0
10595,Praga-Południe,62.3,5,6,1953,True,True,1.71,742217.0
10596,Mokotów,59.2,4,3,2006,True,True,5.71,1067207.0
10597,Białołęka,70.6,4,2,1992,True,True,7.46,892592.0
10598,Bielany,45.4,2,9,1981,True,False,3.69,619540.0
10599,Praga-Południe,66.3,4,10,1975,False,False,6.47,810345.0
10600,Praga-Południe,49.3,4,5,2007,False,False,11.21,682494.0
10601,Bemowo,71.3,3,11,1992,False,True,2.73,1045586.0
10602,Śródmieście,68.5,3,0,1973,True,True,3.57,1220478.0
10603,Bemowo,34.4,2,2,2009,True,True,1.39,649429.0
10604,Białołęka,78.9,5,1,2002,True,False,11.53,730710.0
10605,Wilanów,43.2,3,10,2018,True,False,0.5,872851.0
10606,Ochota,72.8,5,8,1966,True,False,4.12,926605.0
10607,Ochota,63.1,3,2,2014,False,True,14.24,922487.0
10608,Śródmieście,95.4,4,1,2008,True,False,0.56,2039469.0
10609,Białołęka,50.1,3,3,1966,False,False,6.71,399956.0
10610,Śródmieście,47.3,2,1,2009,False,True,7.88,1009677.0
10611,Wola,54.6,2,0,1994,False,False,7.55,732154.0
10612,Ochota,48.3,3,5,2022,False,True,9.29,896659.0
10613,Praga-Południe,72.6,4,9,1969,True,True,6.22,828757.0
10614,Targówek,19.4,1,7,2006,True,True,5.98,249378.0
10615,Bielany,31.8,2,9,1989,True,False,1.48,533866.0
10616,Białołęka,31.5,2,9,2022,True,True,4.98,498235.0
10617,Mokotów,75.9,4,1,1986,True,True,6.09,1606454.0
10618,Śródmieście,92.6,4,8,2023,True,True,3.18,2114985.0
10619,Bielany,52.7,3,2,2020,True,False,2.85,861853.0
10620,Mokotów,51.3,3,7,1981,False,False,7.48,774129.0
10621,Bielany,56.5,3,11,2015,False,False,8.72,770393.0
10622,Targówek,80.6,5,7,2024,True,True,3.0,1267493.0
10623,Mokotów,34.6,1,2,1979,True,True,4.58,650027.0
10624,Bemowo,60.2,3,2,1993,True,True,6.8,911135.0
10625,Ursynów,76.5,3,11,1999,True,True,3.23,1070962.0
10626,Bemowo,66.0,4,5,1983,False,False,5.35,733692.0
10627,Ochota,59.2,4,0,1952,True,False,6.35,607350.0
10628,Ursynów,77.0,4,3,1977,True,False,15.81,836722.0
10629,Bemowo,18.0,1,0,1982,False,False,4.62,250640.0
10630,Ursynów,69.9,4,2,1994,False,True,1.22,1070632.0
10631,Wilanów,40.6,3,8,1972,True,True,1.55,710007.0
10632,Ursynów,18.0,1,4,2018,True,False,3.22,273240.0
10633,Praga-Południe,66.2,3,11,2010,True,True,4.2,1095583.0
10634,Śródmieście,85.2,4,4,1962,True,True,10.79,1602348.0
10635,Śródmieście,52.0,3,10,2007,True,True,18.39,947069.0
10636,Praga-Południe,76.0,5,3,1800,True,True,4.8,1323289.0
10637,Bielany,90.5,5,2,2022,True,True,7.57,1389612.0
10638,Wola,83.9,5,4,1950,True,False,12.49,761617.0
10639,Bielany,91.1,5,10,1979,True,False,8.51,1213862.0
10640,Mokotów,71.3,4,3,2021,False,True,4.27,1388425.0
10641,Mokotów,56.7,3,7,2021,True,True,5.01,1103482.0
10642,Ursynów,19.8,2,3,2010,True,False,5.38,309329.0
10643,Bemowo,49.6,3,10,2013,False,True,13.0,550150.0
10644,Bemowo,36.4,2,11,1963,True,True,10.2,330445.0
10645,Śródmieście,102.8,5,7,1998,False,True,9.84,2035486.0
10646,Białołęka,51.1,3,5,1978,True,True,7.22,642445.0
10647,Bielany,57.7,4,11,1973,True,False,6.25,825485.0
10648,Wilanów,67.1,3,10,2015,True,False,4.83,1379956.0
10649,Ochota,56.0,4,4,1968,True,True,2.1,902549.0
10650,Targówek,92.3,5,3,1995,True,True,8.38,1387648.0
10651,Bemowo,41.3,2,3,2022,True,True,3.65,742856.0
10652,Targówek,59.3,3,11,1973,True,True,9.2,658358.0
10653,Ursynów,38.7,1,3,2023,True,False,0.98,733327.0
10654,Targówek,26.0,2,10,2024,True,False,2.44,428775.0
10655,Ochota,41.5,1,8,2001,True,False,9.99,601825.0
10656,Praga-Południe,54.2,2,3,1972,True,False,13.03,456122.0
10657,Ochota,45.6,1,11,1985,True,False,9.15,499823.0
10658,Targówek,39.8,2,8,1992,True,False,2.74,573163.0
10659,Ochota,24.1,1,9,1984,True,True,10.49,361998.0
10660,Wola,53.2,3,5,1982,True,True,2.89,946585.0
10661,Ursynów,21.9,1,9,2023,True,False,10.57,357985.0
10662,Bielany,71.7,3,6,1970,False,True,2.28,848471.0
10663,Praga-Południe,56.8,3,11,2011,True,False,3.98,656382.0
10664,Wilanów,22.9,1,9,1950,True,False,0.5,359037.0
10665,Bemowo,48.2,3,2,2003,True,False,2.42,809808.0
10666,Mokotów,38.5,2,7,2020,True,True,8.33,757447.0
10667,Bielany,62.0,4,2,1982,True,False,16.68,517637.0
10668,Mokotów,84.5,5,0,1973,True,True,10.99,1273589.0
10669,Ursynów,18.0,1,9,2007,True,False,8.94,229700.0
10670,Praga-Południe,57.5,3,11,2010,True,True,1.57,789997.0
10671,Śródmieście,51.5,3,4,2009,True,False,4.03,1139132.0
10672,Bemowo,69.8,4,1,1985,True,False,14.43,799455.0
10673,Wola,59.7,3,9,1979,True,True,5.61,941128.0
10674,Śródmieście,38.5,2,5,2022,True,False,2.04,953650.0
10675,Ursynów,48.0,3,9,2021,True,False,4.01,741847.0
10676,Bielany,37.5,2,8,1995,True,True,0.8,605292.0
10677,Wola,78.7,4,0,2017,True,False,9.54,1234431.0
10678,Ochota,55.5,3,3,1994,True,True,1.72,942887.0
10679,Targówek,96.8,5,0,1992,True,False,5.43,1258512.0
10680,Wola,53.7,2,0,1970,False,False,1.98,847088.0
10681,Wilanów,39.4,2,7,1993,True,True,6.12,743621.0
10682,Ursynów,21.7,1,10,2000,True,True,9.21,346889.0
10683,Białołęka,18.0,1,1,1953,False,False,3.67,175357.0
10684,Targówek,20.1,1,0,1994,True,True,12.16,260985.0
10685,Mokotów,60.9,3,10,2014,True,True,8.61,1226903.0
10686,Bemowo,66.2,3,7,2008,False,False,7.69,1074430.0
10687,Mokotów,20.2,1,3,2006,True,True,11.92,379173.0
10688,Wola,74.7,5,2,2020,True,True,6.19,1413744.0
10689,Mokotów,44.4,2,11,1953,False,False,4.21,655108.0
10690,Wilanów,58.2,3,3,2001,False,True,7.04,1092142.0
10691,Ursynów,90.5,5,10,2014,True,True,2.08,1545519.0
10692,Ochota,74.7,4,4,2000,True,True,9.78,1232325.0
10693,Bielany,49.1,2,0,1985,True,False,9.79,516396.0
10694,Bemowo,35.4,1,10,1968,True,False,4.63,462277.0
10695,Wilanów,18.0,1,0,2019,True,False,3.49,406893.0
10696,Wilanów,39.2,2,2,1996,True,True,6.31,778216.0
10697,Mokotów,50.4,3,5,2019,True,True,1.82,1159014.0
10698,Mokotów,33.3,1,0,2003,True,True,4.14,616542.0
10699,Wola,52.1,3,10,2008,True,True,11.54,895521.0
10700,Bielany,56.7,3,11,2015,True,False,2.46,955333.0
10701,Śródmieście,50.1,3,1,2007,False,True,12.51,953921.0
10702,Mokotów,40.7,2,11,1991,False,True,7.27,706890.0
10703,Ursynów,58.7,3,6,1998,True,True,7.89,935716.0
10704,Białołęka,64.7,4,0,2015,False,False,3.53,924559.0
10705,Bemowo,31.0,1,6,1989,False,False,2.76,365235.0
10706,Mokotów,86.0,5,3,1990,True,False,4.47,1589421.0
10707,Ursynów,52.8,4,9,1964,True,False,14.79,591740.0
10708,Ursynów,55.4,3,5,2020,True,False,3.38,918071.0
10709,Bemowo,70.6,4,7,1963,True,True,0.66,954421.0
10710,Śródmieście,60.1,3,8,2006,True,True,5.87,1373795.0
10711,Ursynów,76.0,5,5,1992,True,False,11.08,892603.0
10712,Białołęka,61.3,3,11,1991,True,False,6.35,840668.0
10713,Ursynów,41.5,2,10,2008,True,False,15.39,595213.0
10714,Ursynów,63.0,3,8,1960,True,False,8.27,826784.0
10715,Ursynów,29.8,2,3,2003,False,False,6.41,488744.0
10716,Ochota,57.4,3,5,2013,True,False,4.43,979653.0
10717,Ochota,54.3,3,7,2016,False,False,7.62,698973.0
10718,Śródmieście,50.4,3,8,1972,True,False,1.5,1021297.0
10719,Mokotów,52.2,3,2,2020,False,True,14.8,893192.0
10720,Ursynów,18.0,1,1,2007,True,False,9.23,300690.0
10721,Bielany,42.9,3,5,2019,True,False,9.2,687229.0
10722,Mokotów,57.0,2,3,1997,True,True,5.27,1052089.0
10723,Śródmieście,58.5,4,0,2000,True,False,12.3,1067715.0
10724,Praga-Południe,32.4,2,7,2021,False,False,4.77,505340.0
10725,Mokotów,82.8,5,8,2020,True,True,3.7,1384375.0
10726,Mokotów,35.9,2,8,1994,False,False,5.64,579841.0
10727,Targówek,76.3,4,1,1981,True,True,9.43,1028374.0
10728,Wola,64.4,3,8,1990,True,False,3.24,1028572.0
10729,Targówek,40.8,2,6,1990,False,False,2.84,481721.0
10730,Białołęka,94.1,5,4,1982,True,True,2.76,1270556.0
10731,Ochota,28.7,2,6,1981,True,True,3.9,511510.0
10732,Ochota,75.2,4,8,2018,False,False,10.03,1168864.0
10733,Wola,77.0,4,7,1960,False,True,6.14,968466.0
10734,Bemowo,40.2,2,5,2008,False,True,2.16,711158.0
10735,Bemowo,85.6,4,3,1972,False,False,19.95,947579.0
10736,Śródmieście,49.5,3,0,1987,True,True,1.9,1046348.0
10737,Wilanów,61.4,3,5,1959,False,True,3.92,1195254.0
10738,Wola,60.7,3,2,1981,True,False,2.67,947273.0
10739,Mokotów,52.0,3,5,2013,False,False,3.31,1001825.0
10740,Bemowo,72.8,4,5,2019,True,False,5.68,1191378.0
10741,Ursynów,72.5,4,3,1977,True,False,4.67,899796.0
10742,Wilanów,18.0,1,1,1995,True,True,3.02,339773.0
10743,Bielany,83.7,4,8,1996,True,True,6.71,1234676.0
10744,Mokotów,18.4,1,1,2018,True,True,7.38,304322.0
10745,Białołęka,77.7,4,2,2013,False,False,8.25,1039726.0
10746,Ursynów,79.8,5,9,1998,False,False,5.75,885733.0
10747,Ursynów,31.0,2,0,2008,True,False,7.18,464222.0
10748,Wola,46.0,3,6,2017,False,False,8.13,690213.0
10749,Wilanów,30.7,1,0,1951,True,False,3.35,466010.0
10750,Śródmieście,50.3,3,10,1991,True,True,17.14,709455.0
10751,Białołęka,48.2,2,8,2020,True,True,14.47,491138.0
10752,Bemowo,72.2,3,10,2012,False,True,9.34,969183.0
10753,Wola,83.8,4,10,2000,True,True,4.23,1573307.0
10754,Bemowo,85.7,5,0,1999,True,False,1.0,1319495.0
10755,Wola,42.6,3,4,1987,True,True,1.24,823404.0
10756,Wola,50.4,3,6,1999,True,False,4.47,840664.0
10757,Wola,18.0,1,2,2007,True,False,14.54,257825.0
10758,Wilanów,37.3,2,8,1992,True,True,4.81,638467.0
10759,Śródmieście,76.2,4,7,2010,True,False,2.64,1707013.0
10760,Wola,90.5,5,2,2018,True,False,2.77,1667112.0
10761,Praga-Południe,27.8,1,4,1970,False,True,14.35,196654.0
10762,Bielany,42.0,2,6,1994,True,False,4.54,528357.0
10763,Bemowo,54.4,3,11,1991,True,False,13.82,673338.0
10764,Mokotów,61.2,4,3,2009,True,False,2.52,1155529.0
10765,Targówek,37.2,1,4,1979,False,False,2.89,422030.0
10766,Białołęka,64.3,3,2,2006,True,False,3.83,797505.0
10767,Ochota,44.6,3,8,2019,False,False,7.51,578344.0
10768,Śródmieście,54.7,3,9,1992,True,True,8.7,941659.0
10769,Mokotów,67.0,4,8,2020,False,True,3.16,1301233.0
10770,Ursynów,55.1,3,6,2024,True,True,3.46,1135693.0
10771,Praga-Południe,45.4,2,9,1965,True,True,1.64,587770.0
10772,Ochota,52.6,2,1,1978,True,False,1.59,864958.0
10773,Targówek,53.1,3,6,2022,True,False,2.69,703322.0
10774,Mokotów,46.9,3,6,2023,False,True,13.01,816670.0
10775,Ochota,49.3,3,10,1964,False,True,2.66,639401.0
10776,Mokotów,90.2,5,4,1952,True,True,5.76,1192983.0
10777,Praga-Południe,67.3,4,8,1971,True,False,4.18,872623.0
10778,Targówek,48.5,3,11,2024,True,False,2.51,727887.0
10779,Ursynów,70.3,4,10,1973,True,False,8.0,731830.0
10780,Wola,47.7,3,2,1998,True,False,3.54,802335.0
10781,Bemowo,80.8,5,3,2017,False,True,9.65,1089631.0
10782,Ursynów,63.1,3,0,1953,False,True,9.83,567138.0
10783,Wola,52.6,4,5,2004,True,True,3.65,894606.0
10784,Wilanów,64.8,3,3,1981,False,True,8.84,1224674.0
10785,Wilanów,20.4,2,0,2018,True,False,8.82,409511.0
10786,Wilanów,30.2,1,1,1982,True,False,4.38,411586.0
10787,Śródmieście,28.7,2,2,2009,True,False,3.98,628499.0
10788,Bielany,58.1,3,8,2008,True,False,6.72,822292.0
10789,Białołęka,93.1,4,7,1977,True,True,16.37,896674.0
10790,Białołęka,104.1,6,6,1955,True,True,11.01,922363.0
10791,Wilanów,69.0,4,10,1991,True,False,5.67,1252861.0
10792,Bemowo,66.0,3,11,1982,True,False,0.99,1010647.0
10793,Targówek,18.0,1,3,2015,False,True,5.28,287450.0
10794,Praga-Południe,43.1,2,0,2015,True,False,0.98,680883.0
10795,Targówek,37.7,2,7,1995,False,False,1.42,522670.0
10796,Praga-Południe,41.3,3,3,2004,False,True,2.97,580656.0
10797,Targówek,51.3,3,2,2004,True,False,5.77,557606.0
10798,Bielany,44.6,2,8,2016,True,True,3.25,648054.0
10799,Śródmieście,18.0,2,9,1993,False,False,11.69,286871.0
10800,Śródmieście,71.5,4,3,1981,True,False,5.31,1338733.0
10801,Wilanów,31.4,2,3,1980,False,False,3.35,440536.0
10802,Wola,60.3,3,8,2000,True,True,8.4,909625.0
10803,Ochota,100.6,5,11,1994,True,True,3.08,1654993.0
10804,Śródmieście,34.8,2,10,1994,False,True,5.87,763374.0
10805,Śródmieście,18.0,1,11,1963,False,True,0.55,354800.0
10806,Ursynów,48.7,3,1,2010,False,False,3.04,685389.0
10807,Ursynów,79.2,4,11,1976,True,False,11.22,954716.0
10808,Wola,98.1,6,4,1974,False,True,7.26,1214640.0
10809,Ochota,27.9,2,3,1992,False,True,6.31,389641.0
10810,Bemowo,65.9,4,8,1977,False,True,8.02,656668.0
10811,Ursynów,44.8,3,11,2003,True,False,11.28,638370.0
10812,Bemowo,52.7,3,4,1989,True,True,5.23,742624.0
10813,Mokotów,113.2,6,8,1994,False,True,3.65,1963511.0
10814,Ursynów,21.9,1,10,2000,True,False,8.79,334452.0
10815,Bielany,60.6,4,8,1975,True,True,4.65,738091.0
10816,Ochota,65.3,3,1,1970,True,False,3.6,951435.0
10817,Wola,78.9,4,8,2019,True,False,4.25,1662080.0
10818,Mokotów,57.2,3,2,1993,True,True,7.23,906581.0
10819,Ochota,61.8,4,3,1992,True,False,1.14,848609.0
10820,Wilanów,46.4,3,0,1956,False,False,7.32,522959.0
10821,Bielany,60.9,3,0,1997,True,False,2.24,927543.0
10822,Ochota,47.4,1,0,2001,True,True,3.23,955912.0
10823,Bielany,68.7,4,8,2001,True,True,1.81,1289056.0
10824,Bielany,46.9,3,10,2010,True,False,8.23,719176.0
10825,Bemowo,63.3,4,7,1973,True,False,6.32,855557.0
10826,Targówek,54.4,3,4,1979,True,True,2.25,768009.0
10827,Wilanów,79.8,4,4,2015,True,True,9.08,1629363.0
10828,Mokotów,53.9,2,8,2022,False,True,1.44,1133518.0
10829,Ochota,18.0,1,2,1968,True,True,4.07,243250.0
10830,Praga-Południe,82.8,4,2,1997,True,False,1.72,1370040.0
10831,Mokotów,35.1,3,6,1976,True,True,4.74,653237.0
10832,Targówek,40.6,3,8,1959,True,True,3.6,433127.0
10833,Mokotów,41.9,2,5,1985,False,False,2.06,710771.0
10834,Śródmieście,85.2,4,1,1969,False,True,5.35,1754948.0
10835,Praga-Południe,18.0,1,0,2010,True,False,2.38,275387.0
10836,Targówek,124.0,6,1,2000,True,False,0.72,1707704.0
